"","cluster","Mean.of.log.A","Mean.of.log.B","Mean.of.log.C","Mean.of.log.D","Mean.of.log.E","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3","membership.of.cluster.4","membership.of.cluster.5","membership.of.cluster.6","membership.of.cluster.7"
"MARCH6",6,0.898641842016343,0.246805429440995,0.70542844972607,-0.246825248544193,-1.60405047263922,FALSE,0.224975816291431,0.0978373811583922,0.189140923227642,0.141179354081014,0.0863163873011971,0.10420137286616,0.224975816291431,0.156348765074163
"JAGN1",2,1.40063279378149,-0.501468243511907,0.668154926014547,-0.546930776874459,-1.02038869940967,FALSE,0.225007584070191,0.0796986488013562,0.225007584070191,0.222312947791601,0.0963132117888127,0.0757079706519035,0.170810204842482,0.130149432053653
"DGKA",7,0.173592496654601,-0.674738476984422,-1.08346390337451,1.52892063578616,0.0556892479181752,FALSE,0.225275746363051,0.0883064140194356,0.16468306875845,0.112743419550944,0.0777681639485232,0.107942821591439,0.223280365768156,0.225275746363051
"MARCKS",5,-0.981120574919364,1.11160031091773,-1.03497867939328,0.0513086218594857,0.853190321535427,FALSE,0.225306881113257,0.131895712064423,0.0939494426430414,0.105412328194671,0.175244931061469,0.225306881113257,0.0969683636514848,0.171222341271655
"POP7",6,1.28987014632311,-0.684706521081412,0.681200398671173,-0.1065201997066,-1.17984382420627,FALSE,0.225375850196421,0.0829923958820912,0.221554337541554,0.177053964226791,0.0853994267644142,0.0776888727383222,0.225375850196421,0.129935152650406
"YIF1A",6,0.353902385451952,-1.19917107849,1.44329731890048,-0.0033662479419644,-0.59466237792047,FALSE,0.225383770456983,0.172509550814925,0.117182251088371,0.123558095092644,0.146958680919241,0.116025529744754,0.225383770456983,0.0983821218830825
"PTPN6",6,0.624816728363576,-0.978935716569298,-0.927123053066529,1.33737821618306,-0.0561361749108037,FALSE,0.225429742804467,0.0738599654200502,0.210638230466274,0.134978151694014,0.0723755440044526,0.0820537861965139,0.225429742804467,0.200664579414228
"ATP9B",6,1.10207418773193,-1.40990877637862,0.704093519688123,0.136034769806533,-0.53229370084797,FALSE,0.225447872527398,0.0990061728007289,0.183437207586717,0.183792023098263,0.11063524796502,0.0820264204348415,0.225447872527398,0.115655055587032
"ATP5F1",6,0.666832993746639,-1.48011326073691,1.09906089503943,0.0977633366361455,-0.383543964685308,FALSE,0.225506886474115,0.137877894533851,0.138784832846991,0.150243897444213,0.142351624610527,0.100233237262574,0.225506886474115,0.105001626827729
"TRAPPC2L",2,1.34650752141563,-0.410579791029892,0.677294601568185,-0.44718759517356,-1.16603473678037,FALSE,0.225521764690686,0.0818650319322338,0.225521764690686,0.201060817195826,0.0920438732630853,0.0789262397049782,0.185626116460136,0.134956156753054
"PSME2",6,-0.473568900655082,0.0420327193354005,-0.964804463408379,1.66466773471574,-0.268327089987677,FALSE,0.225612029081564,0.112378623125904,0.111790461378433,0.0774470427970883,0.0715911333523263,0.180666142328916,0.225612029081564,0.22051456793577
"IREB2",6,0.553475821090511,-0.917654694400442,-0.966567080451331,1.3836626327907,-0.0529166790294431,FALSE,0.225615592030261,0.0763960013850826,0.201825023385956,0.130104440075164,0.0733076845835438,0.0862387075313374,0.225615592030261,0.206512551008655
"KIAA1109",1,-0.750347440689144,-1.11436541365441,0.0717672426437509,1.43623707047317,0.356708541226634,FALSE,0.225740256759081,0.225740256759081,0.0845130506221721,0.0789569476184781,0.122674152442633,0.176867253568793,0.207229102289233,0.10401923669961
"BAHD1",6,-0.23337960295563,0.657628917491504,1.03159279390808,0.105486515038369,-1.56132862348232,FALSE,0.225756921993752,0.173531446265516,0.1030551868575,0.0845348768292467,0.0926027849597895,0.195457812579288,0.225756921993752,0.125060970514907
"RFT1",2,1.34544626734485,-0.214301023995313,0.638343148514788,-0.59249186225858,-1.17699652960574,FALSE,0.22590876058755,0.0809749967230403,0.22590876058755,0.208211283950987,0.0938158878300482,0.0801008899807439,0.171386360050485,0.139601820877144
"SIX5",1,-0.132023999056814,-0.471871083706443,1.64677661215381,-0.0193286300450784,-1.02355289934548,FALSE,0.225937765056538,0.225937765056538,0.0940886624228497,0.0913167428089457,0.126586195819842,0.150220632373555,0.218983501221672,0.0928665002965973
"ARG1",3,0.200263644929081,-0.0836289762777309,-1.24147904659973,-0.380709033708852,1.50555341165724,FALSE,0.225965340562474,0.0839022025764778,0.130205407377519,0.225965340562474,0.22015218048609,0.0965513239890751,0.0863326668492769,0.156890878159087
"CLEC11A",7,0.276529238853755,1.55140369596915,-0.744705605170793,-0.974857816527382,-0.108369513124731,FALSE,0.225986036386438,0.0872041456565732,0.151315996973685,0.179434113392962,0.132850981923879,0.124287246654908,0.0989214790115547,0.225986036386438
"DCUN1D1",6,-0.48128734591734,0.0989682840774325,-0.953007077700261,1.65730879673257,-0.321982657192396,FALSE,0.226030282060133,0.111641355460747,0.11070117041249,0.0761050573620833,0.0701814379424664,0.183252038089529,0.226030282060133,0.222088658672553
"AMPD2",2,0.992401507046541,-1.39030071738551,-0.651016581881154,0.757125475051005,0.291790317169119,FALSE,0.226281805261832,0.0729218956245518,0.226281805261832,0.215622461893091,0.094853250523382,0.0716644024771805,0.166419430781185,0.152236753438778
"FLI1",4,0.273992042465657,-1.431798311212,-0.400801117667462,0.279497766741121,1.27910961967268,FALSE,0.226299623507535,0.110900015665185,0.12939535902093,0.190421721079197,0.226299623507535,0.0975547046557181,0.124379235933774,0.121049340137662
"PARS2",4,0.542387030059659,-1.57019409264883,-0.0762759701604562,-0.00697061489205159,1.11105364764168,FALSE,0.22640549675222,0.104877931076714,0.133240597979978,0.213546691627246,0.22640549675222,0.0880169256501136,0.122838062799018,0.111074294114711
"ACTN1",3,0.614505575881126,1.26814945575585,-0.479527210243284,-1.33396001604891,-0.0691678053447814,FALSE,0.226506624742676,0.0817464790257657,0.159975026637242,0.226506624742676,0.144018699813441,0.104010383180724,0.0947344220439602,0.189008364556193
"NDUFB9",6,1.21219508880088,-1.36005523238643,0.52766139922476,0.216474680498278,-0.59627593613749,FALSE,0.226577655762882,0.0875983076622727,0.204190447813177,0.189117426550139,0.097437853446987,0.0757424401216644,0.226577655762882,0.119335868642879
"CD33",4,-0.98908936947659,-0.443889617368379,-0.654443056808156,0.713784425435746,1.37363761821738,FALSE,0.226701586013244,0.171411377098023,0.0859224480785135,0.100119826445128,0.226701586013244,0.183129470907861,0.112174712019132,0.120540579438099
"NAMPT",7,0.305348069851463,0.841891334648909,-1.46540964732047,-0.548000428828771,0.866170671648868,FALSE,0.226718557017068,0.0736974945859097,0.150357871438674,0.219866534539659,0.145192826219623,0.0996989706791389,0.0844677455199278,0.226718557017068
"LIPE",1,-0.407771737576381,-1.57582769624507,0.703551116268447,0.774640764258868,0.505407553294131,FALSE,0.226760466703309,0.226760466703309,0.0884703312871824,0.0970994295846209,0.182373717992808,0.135170939886083,0.180183255211452,0.0899418593345453
"CYFIP1",3,1.26378216291946,-0.76627653299359,0.909073917167344,-0.699648232286908,-0.706931314806303,FALSE,0.226973422886437,0.0944473762892434,0.18666467625132,0.226973422886437,0.1255675120276,0.0829582554321946,0.164350620707201,0.119038136406005
"TMEM39A",7,0.353824556067074,0.481426167614442,-1.59485365051485,-0.256979723048732,1.01658264988207,FALSE,0.226985583890242,0.0714067932077541,0.156020979907336,0.226896333344872,0.138832610982868,0.0936774545277017,0.0861802441392263,0.226985583890242
"STK40",3,0.728096580655898,-1.65881169705242,-0.1019169649263,0.220793158695478,0.811838922627348,FALSE,0.227231390313834,0.098497014013339,0.154892261676943,0.227231390313834,0.175670245849402,0.0833358650561772,0.142386816144534,0.117986406945771
"MMP12",7,-0.227688087288997,0.763537137822397,-1.52200175113188,-0.0372213345794175,1.02337403517789,FALSE,0.227288495028037,0.0932308684937339,0.130017061372,0.159805084205776,0.159323591583049,0.134621784020721,0.0957131152966825,0.227288495028037
"DCAF16",6,-0.383185266127634,-0.886926827127593,-0.645185226034347,1.59643030019661,0.318867019092959,FALSE,0.227344775294505,0.142724903422245,0.116539824839885,0.0978479762716431,0.105383456878885,0.154552765894905,0.227344775294505,0.155606297397932
"NBAS",4,0.576213862701789,-0.84322231297236,1.39209632059218,-1.00192428949924,-0.123163580822372,FALSE,0.227362458121822,0.139182012524726,0.120715848243645,0.171022827788701,0.227362458121822,0.103698316981945,0.139441215271288,0.0985773210678734
"DHX40",6,-0.359215376590095,0.595495072143139,1.06659331676805,0.223203301355353,-1.52607631367644,FALSE,0.227377808376285,0.187099013574438,0.0944949432557593,0.077683446762796,0.0897648861724705,0.207018386475562,0.227377808376285,0.11656151538269
"FTH1",7,-0.539579742056689,0.406691194557991,-1.4879296942833,0.720979504279949,0.899838737502048,FALSE,0.227451627092053,0.110005374364148,0.120286739147545,0.122916820930837,0.136771910837872,0.166974908356159,0.115592619271385,0.227451627092053
"SLC35C2",6,0.795066024829855,-0.963484600356151,1.26997036656119,-0.219087385821879,-0.882464405213018,FALSE,0.227669161879871,0.130544292741265,0.148808216032372,0.151556698453932,0.127372801875687,0.102547900924228,0.227669161879871,0.111500928092645
"PPFIA3",6,-0.583278486985684,0.304664314571536,-0.822579086578772,1.61924442263128,-0.518051163638363,FALSE,0.227766179160516,0.116185833697268,0.101404462613307,0.0694766035881159,0.0665495992285147,0.209362653864292,0.227766179160516,0.209254667847986
"SNCG",4,-1.23164904060588,0.505697533399001,-0.764480395456621,0.229373561539723,1.26105834112378,FALSE,0.22777236544432,0.158956900019656,0.0782503346458659,0.0923585161953708,0.22777236544432,0.225309469309122,0.092136365836364,0.125216048549301
"C12orf43",2,0.717754510679288,-0.917549363060183,-0.983221010938632,1.29023706586106,-0.107221202541531,FALSE,0.227799711102649,0.0684553576135932,0.227799711102649,0.138098836678316,0.0685485416530601,0.0770516834338776,0.211646468133553,0.208399401384951
"KALRN",3,0.220010995243377,0.305144188381543,-1.37921451492086,-0.465029984099113,1.31908931539505,FALSE,0.22781481891845,0.0802138268461402,0.137253293656891,0.22781481891845,0.190542245035489,0.0989117180650046,0.0850669494742357,0.18019714800379
"KLHL26",5,-0.518594495127426,0.608787940874276,1.09883070631073,0.255816935133981,-1.44484108719156,FALSE,0.227822487063369,0.206818465433967,0.0850536075954458,0.0712207948218309,0.0890912516435555,0.227822487063369,0.21212171320269,0.107871680239142
"AMZ2",7,-0.439087627449515,1.2516556246626,-0.427977023008705,0.803556111211565,-1.18814708541594,FALSE,0.22784787317947,0.111098196028071,0.107937869164797,0.0746426423893847,0.0679358028647405,0.227486962942072,0.183050653431465,0.22784787317947
"MAPK8",1,-0.152223539700491,-1.41841548041363,1.28568055025203,0.510820365416495,-0.225861895554399,FALSE,0.227904292326802,0.227904292326802,0.092157923635199,0.0950184301609582,0.146958722484451,0.129035285865779,0.22208429330691,0.0868410522199008
"C12orf23",5,-1.09770931260062,0.485261768640375,-1.02408239428425,0.525267177955093,1.1112627602894,FALSE,0.227955864404233,0.148585077111863,0.0884633552843207,0.0978373668630158,0.1820020462086,0.227955864404233,0.103348457390602,0.151807832737364
"TRAF4",5,-0.597526990841865,1.75387160066591,-0.637014163788537,-0.145085987036443,-0.374244458999067,FALSE,0.228022669770307,0.118633209890905,0.109131732144907,0.102125427929583,0.113370944585256,0.228022669770307,0.114328564855654,0.214387450823388
"PREP",4,-0.313617392133956,0.947485091804702,-1.08905540784215,-0.698223764555658,1.15341147272707,FALSE,0.228025368637587,0.101022228129451,0.113696862659684,0.163187750472314,0.228025368637587,0.136243514461221,0.086723998836322,0.171100276803421
"MYO18A",7,0.0704718431292181,1.70421256039482,-0.462472101081952,-0.745163045112476,-0.567049257329607,FALSE,0.228026898129149,0.0997564960703489,0.143089007484698,0.14350213404133,0.119570372653076,0.151807161688316,0.114247929933081,0.228026898129149
"POLR2I",5,-0.766418090900562,0.422714880519777,-1.16220723963999,1.36504452818232,0.140865921838452,FALSE,0.228054854512872,0.123049911469927,0.102399150493212,0.0822530936460956,0.0895041828874321,0.228054854512872,0.153452099146193,0.221286707844268
"ZSWIM8",2,1.37191965483748,-1.11075481919986,0.528842884581383,-0.0126890051013931,-0.7773187151176,FALSE,0.228120673335762,0.0782544274468273,0.228120673335762,0.20692749345755,0.0900395948368357,0.070417129740253,0.204628621231906,0.121612059950866
"MARK4",3,1.07226287017102,-0.575130265734431,1.04666525485797,-1.11271665496445,-0.431081204330108,FALSE,0.228131983077313,0.104721721355218,0.157930934203353,0.228131983077313,0.165676862004262,0.0903526530211628,0.139180869635787,0.114004976702905
"LUC7L3",7,-0.219836922821581,1.09778896421273,-0.284327137064424,0.818869835279474,-1.4124947396062,FALSE,0.228148349918515,0.104704364113944,0.117986815000941,0.0760516566217826,0.0634537438516623,0.190234661969932,0.219420408523223,0.228148349918515
"SUGCT",1,-0.448692812753898,0.381243377541774,1.40391766363009,-0.0400343936480522,-1.29643383476991,FALSE,0.228159698346055,0.228159698346055,0.0870546085108968,0.0793238576879954,0.108655074503617,0.201620677944194,0.194366398866851,0.10081968414039
"DOCK10",2,1.13904504903334,-1.46889559443897,-0.0860180214789718,0.682828838280496,-0.266960271395889,FALSE,0.228185802268491,0.0758963211744343,0.228185802268491,0.186429422455657,0.0851672741804164,0.0700105265223038,0.22193305568546,0.132377597713238
"MASP1",3,0.199251000699653,0.0156025738847697,-1.24469855030296,-0.454740025666887,1.48458500138542,FALSE,0.228209945425363,0.0824114069219969,0.129334866330569,0.228209945425363,0.221595599225513,0.0961087766592625,0.0841866547739332,0.158152750663362
"TXNL1",6,-0.40450591004439,0.9589646821348,-0.381247214036468,1.08736422634475,-1.26057578439869,FALSE,0.22822651468327,0.109396263492121,0.105035011773829,0.0683248761492062,0.0608229719654805,0.213976057660319,0.22822651468327,0.214218304275774
"COL10A1",5,-0.674027575269592,1.69437177358494,-0.807353521014397,-0.0944766354778272,-0.118514041823127,FALSE,0.228303836420022,0.117881348602749,0.106777641968517,0.103194579895879,0.119861240713985,0.228303836420022,0.108918350622226,0.215063001776623
"ARL8B",3,0.988032499918933,-0.690571702457537,1.06217258353991,-1.17700399940872,-0.182629381592587,FALSE,0.228432910848926,0.107093357273394,0.145710293855176,0.228432910848926,0.191379086066015,0.0896656825635281,0.129927865377631,0.10779080401533
"NXPE3",4,0.591205159271025,-1.27600523610864,1.24102680024345,-0.682740037934705,0.126513314528862,FALSE,0.228460207927418,0.137490867073649,0.121310301911203,0.172734431952928,0.228460207927418,0.0988371271429673,0.144648301066187,0.0965187629256483
"SPIN1",3,0.838431778068818,-0.0781469244953017,0.912488937600013,-1.56412416694757,-0.108649624225956,FALSE,0.228615247484721,0.103817175464822,0.13678345043968,0.228615247484721,0.213427405456936,0.0941300474631292,0.111001638993424,0.112225034697288
"STK38L",3,1.19460850262122,-0.942528069614344,0.961127507033904,-0.718068147646964,-0.495139792393816,FALSE,0.22863105566848,0.0996012408440165,0.173314187780832,0.22863105566848,0.141364500065653,0.0842281278088284,0.159139325877998,0.113721561954193
"RWDD3",6,0.211807377954997,-1.6921766532237,0.179427770804993,0.977011013895142,0.323930490568571,FALSE,0.22864668331688,0.141824802826142,0.130622591613725,0.131802231588352,0.13835135246595,0.111042153434649,0.22864668331688,0.117710184754302
"ALDH7A1",4,0.255566357152373,-1.32741642149884,-0.522283780107807,0.236157046647239,1.35797679780703,FALSE,0.228804997916941,0.107709748439974,0.12928486580961,0.193746611392281,0.228804997916941,0.0977635334045458,0.118628797487252,0.124061445549396
"IGLV1-36",3,0.308280699598681,-0.296940232110873,-1.41176618072066,0.0509403134419801,1.34948539979087,FALSE,0.228816706221861,0.0810908839242878,0.149331554516019,0.228816706221861,0.170036344415522,0.0944892430491883,0.0959089246733276,0.180326343199794
"C7orf55",3,0.988767477466871,-1.68314144361085,0.271407051664314,0.0968940527600792,0.326072861719585,FALSE,0.228903917000854,0.0969510825412151,0.169664351604495,0.228903917000854,0.147812792560618,0.0803273391539849,0.161769314312753,0.114571202826079
"TNFRSF18",6,1.10956213282511,-1.34577053294082,0.754994030560763,0.0964078977533347,-0.615193528198389,FALSE,0.228932406971309,0.0991183513690013,0.183753737506263,0.18134331124992,0.108923958455157,0.0822832895692264,0.228932406971309,0.115644944879122
"RPUSD1",6,-0.121544028640522,1.07334208448007,-0.147315366759212,0.713076054899884,-1.51755874398022,FALSE,0.228994281329475,0.105443117737475,0.123369858302123,0.0793980970415374,0.0648166696615247,0.179304097935775,0.228994281329475,0.218673877992091
"TMSB10",4,-0.737778181273473,1.15341715624753,-0.895774436791199,-0.536989328275276,1.01712479009242,FALSE,0.229067378139704,0.120472120520075,0.0979191257050391,0.12636379515616,0.229067378139704,0.17812160035616,0.0884214712653117,0.15963450885755
"GAREM",4,-0.630373100561271,1.43100448946873,0.216464943238522,-1.21237923924519,0.195282907099204,FALSE,0.229077588036239,0.14470049889517,0.0943643440796606,0.118813262777146,0.229077588036239,0.187328019663737,0.0960920776031455,0.129624208944903
"GZMK",7,0.176203120821185,0.754116801159554,-1.52342711747342,-0.375585545398803,0.968692740891486,FALSE,0.229180481594416,0.0773204854694497,0.14564612838088,0.204731068298555,0.150507814685758,0.105766579271189,0.0868474422997529,0.229180481594416
"CELSR2",1,-0.551033676384984,-1.50272033458315,0.541092148534394,0.782213505312528,0.730448357121212,FALSE,0.229275139553967,0.229275139553967,0.0846665209161177,0.0952215638165514,0.200197651181921,0.140543837155043,0.16025817632558,0.08983711105082
"RNF6",6,0.412889498039609,-0.984562193542479,1.4893646564811,-0.126525952610635,-0.791166008367599,FALSE,0.229324303417171,0.16701491257296,0.120907175680159,0.124925197785939,0.140091721152352,0.11683806729134,0.229324303417171,0.100898622100078
"GCSH",3,0.542636595238939,-1.20905271903131,-0.880302878476049,0.404148142784973,1.14257085948344,FALSE,0.229393459884057,0.0890767706175645,0.160859031037858,0.229393459884057,0.162433366992142,0.0881430084691421,0.122544448083655,0.147549914915581
"NFATC2",2,0.752353117016893,-1.0131539557483,-0.996297734384681,1.18744384837684,0.06965472473925,FALSE,0.229436303058222,0.0702238388339221,0.229436303058222,0.156009400221543,0.0757781051029975,0.0771898603313552,0.191797829024909,0.199564663427051
"C6orf47",7,0.857444812325474,0.997124842724139,-0.0677818216072059,-0.314761613082183,-1.47202622036022,FALSE,0.229532861257466,0.076969374452026,0.214053585713182,0.144793512312109,0.0753048142255223,0.100245465881511,0.159100386158184,0.229532861257466
"ILVBL",7,-0.767042564015121,1.3613685809106,-1.17756462739555,0.319719143472955,0.263519467027116,FALSE,0.22953669114986,0.114297647296499,0.1048308342443,0.100533218039569,0.118273795694045,0.224846884585026,0.1076809289907,0.22953669114986
"POLG",3,0.900539402991639,-1.3157124869287,0.82915578820511,-0.792114960685583,0.378132256417529,FALSE,0.229633953510107,0.106104530535464,0.135502929372728,0.229633953510107,0.220113860359048,0.0836624636061939,0.125577764023146,0.0994044985933134
"SETD5",6,0.559374647982227,-0.553722357692036,1.42353306742863,-0.306695776220366,-1.12248958149845,FALSE,0.229729519070284,0.147908192130166,0.134927653958218,0.131980800129932,0.12570633418203,0.117646797585535,0.229729519070284,0.112100702943836
"RBM7",6,-0.119153857939088,-0.492245445700539,-1.03471314038663,1.63485127227135,0.0112611717549025,FALSE,0.229813477886173,0.102696694500907,0.139180204573676,0.0986256989217778,0.080329735918302,0.132676260608303,0.229813477886173,0.216677927590861
"HMGN4",6,0.0899509502084494,-1.70877036445553,0.577057813606083,0.834236294596758,0.207525306044239,FALSE,0.229881450155013,0.166936361623702,0.115156787978652,0.119180759284443,0.148084143896421,0.116363813643612,0.229881450155013,0.104396683418157
"VCP",2,1.03603471782828,0.736523522222702,0.111615469205908,-0.395894641037999,-1.48827906821889,FALSE,0.229991150035638,0.0758790201370779,0.229991150035638,0.15852562637416,0.0766218503886314,0.0921003965980981,0.164621296747537,0.202260659718857
"SLC35B3",7,0.374172034539043,1.38511397364669,-0.061583168664876,-0.350572072277416,-1.34713076724344,FALSE,0.229993942255455,0.0962867522791001,0.164822006255024,0.127865781925348,0.0887666894987187,0.138170907432571,0.154093920353783,0.229993942255455
"TLR3",6,0.321810129592265,-1.68905179749613,0.881363521799366,0.515612707528842,-0.029734561424343,FALSE,0.23002608983867,0.158365457713247,0.121807591644862,0.129601111360598,0.149511992454148,0.108783279801091,0.23002608983867,0.101904477187384
"FAM13A",3,0.530647999954802,1.00120596652787,-0.14863837949127,-1.62361188812919,0.240396301137791,FALSE,0.230169544376565,0.0898399326412714,0.138669575292493,0.230169544376565,0.195737231013354,0.104382338948816,0.0911226113967201,0.150078766330781
"PRMT10",7,-0.000696188202894034,0.309399818456445,-1.61939580637934,0.195524655513554,1.11516752061223,FALSE,0.230174933681562,0.0859535096709445,0.143485186342409,0.178140774796487,0.147952425852405,0.115470212261029,0.0988229573951634,0.230174933681562
"KIF1C",5,-0.569501953467452,1.55649468340237,0.457385217794089,-0.703793863951544,-0.740584083777467,FALSE,0.230175655993481,0.158338703830345,0.100635674752304,0.102214936156017,0.139911401128496,0.230175655993481,0.124314682352136,0.14440894578722
"CDIPT",1,-0.163152865536843,-1.40179371608766,1.28996597946959,0.528984953681157,-0.254004351526254,FALSE,0.230203701068466,0.230203701068466,0.0912137362158812,0.0933313854160563,0.143930005427501,0.129575721982893,0.225499408547211,0.0862460413419912
"APOBEC3C",3,0.790441337231913,-0.713084664862748,-1.40738973671203,0.637878864552476,0.692154199790393,FALSE,0.230402041340209,0.0632161202173804,0.217476304872782,0.230402041340209,0.0940705735287267,0.072429668188786,0.114162017130889,0.208243274721228
"LEPROTL1",6,-0.383065907729047,0.878680388248657,-0.518553606263915,1.19722256019677,-1.17428343445247,FALSE,0.230478460528184,0.103850431726329,0.10706391726527,0.0681805735541027,0.0591851490481881,0.201994479680851,0.230478460528184,0.229246988197074
"ERLEC1",3,1.20412852692599,-1.47793091236572,0.565709692156797,-0.106189880528529,-0.185717426188538,FALSE,0.23050132430142,0.0916550079083847,0.186379558330432,0.23050132430142,0.125721355341881,0.0765469364468836,0.175830214810982,0.113365602860017
"CCDC53",6,-0.492528144622828,0.0738161095433806,-0.917695759334915,1.67239730625229,-0.335989511837923,FALSE,0.230659752204904,0.1139101015367,0.109698880481574,0.0758264962195972,0.0706469831072773,0.184613071819957,0.230659752204904,0.214644714629991
"OXSM",1,-0.456511007365994,0.419679350996009,1.45184567167543,-0.204278055592559,-1.21073595971289,FALSE,0.230681578096444,0.230681578096444,0.087519361042238,0.082717970221461,0.118707430518915,0.200341331765002,0.179420906262551,0.100611422093389
"FBXO30",7,-0.535645535081044,0.712843542446943,-1.4936343117454,0.426386083903154,0.890050220476352,FALSE,0.230752473078976,0.106350025928573,0.11913254756967,0.127230788686544,0.143330299721404,0.166815934127247,0.106387930887586,0.230752473078976
"DNAJB4",3,0.528994783307627,-1.30544367088418,-0.685780010890647,0.242939049255132,1.21928984921207,FALSE,0.230807613656613,0.0927535247831443,0.149653243458359,0.230807613656613,0.18644683021758,0.0877973420679119,0.118779795058355,0.133761650758036
"CNN3",7,-0.453494658384462,1.69927694317802,-0.522847766180142,0.0698757129899006,-0.792810231603318,FALSE,0.230820607959407,0.113708876233763,0.114600249370201,0.0957580466292778,0.0937868713281823,0.221075770940619,0.13024957753855,0.230820607959407
"C5orf30",6,-0.798284378518342,-0.445570360999763,-0.458152978895623,1.71872784054288,-0.0167201221291481,FALSE,0.230943961926023,0.171341342778769,0.088089002348928,0.0706258167538611,0.0868509611847238,0.216490397355302,0.230943961926023,0.135658517652393
"HADHB",3,1.05946663443375,-1.23398929775813,0.926630520356684,-0.702645131688138,-0.0494627253441725,FALSE,0.230990837866441,0.105049127287783,0.153927727297538,0.230990837866441,0.174074642877254,0.084466924855472,0.14548606225427,0.106004677561242
"PLXNA1",7,0.112324280905351,0.891842982050006,-1.48663992684854,-0.416605268852923,0.899077932746104,FALSE,0.231015891606995,0.0805127879106454,0.142915755555623,0.193987544552668,0.151137838746436,0.111993672136596,0.0884365094910371,0.231015891606995
"RAB23",5,-0.771366339560345,1.21822112893254,0.948081084810519,-0.854232826813458,-0.540703047369256,FALSE,0.231017380674276,0.197348347242266,0.0843321991618101,0.0920866158465549,0.169367897495753,0.231017380674276,0.115347014961739,0.110500544617601
"PDCD2",7,0.215890045146194,1.54325690729661,-0.869473627270099,-0.903097453625648,0.0134241284529413,FALSE,0.23124079001823,0.0867305835234047,0.148498328967964,0.177021916972221,0.134096756861042,0.125384065671694,0.0970275579854452,0.23124079001823
"PDXP",2,1.16868519467491,-1.45165416608146,-0.0434284393902181,0.648853641340938,-0.322456230544167,FALSE,0.231257145425201,0.0748226217265868,0.231257145425201,0.18670345417034,0.0836214080887575,0.0689044071209604,0.223785424502607,0.130905538965546
"FAM46A",3,0.509500266961053,-1.16893469660924,-0.89404647575072,0.34777041265709,1.20571049274182,FALSE,0.231277832470938,0.0889064160061877,0.15666812103173,0.231277832470938,0.170412028109225,0.0882098506358639,0.118348666410269,0.146177085335787
"DPYD",4,-1.13581580719386,0.915251111688426,-0.760758945348675,-0.146513837340894,1.12783747819501,FALSE,0.231354041518604,0.145073948241651,0.0822803126398883,0.0996302343259684,0.231354041518604,0.218803617494576,0.0886242614743146,0.134233584304998
"GBP6",4,-0.164094760172581,0.491100952132622,-1.24783751965551,-0.475220248782179,1.39605157647765,FALSE,0.231393060412457,0.0942512851909233,0.118607739560239,0.180952724665644,0.231393060412457,0.119696458077394,0.0862471556992017,0.16885157639414
"IGSF9",6,0.377786813872607,0.270162968990852,1.15335252689785,-0.255778285016898,-1.54552402474442,FALSE,0.231453598868368,0.140969400420615,0.136334281079324,0.116218801300462,0.103957356736175,0.138549182598012,0.231453598868368,0.132517378997044
"S100A2",7,-0.423799821575866,0.987520585607789,-1.45197439338504,0.0303213590831399,0.85793227026998,FALSE,0.231530605734766,0.1002465335763,0.121978502554702,0.139342088537053,0.152241443297816,0.156302858427347,0.0983579678720172,0.231530605734766
"FAM192A",5,-0.648035524615584,0.474498771564568,-0.778040466733819,1.54742387996751,-0.595846660182672,FALSE,0.231583754671471,0.11771205471098,0.0964016761935869,0.0663201674318916,0.0650053505218754,0.231583754671471,0.215882011295168,0.207094985175027
"GPX7",3,0.616357776152611,1.20927044945409,-0.412738143798225,-1.40975368754202,-0.0031363942664543,FALSE,0.231655163880102,0.0829066024506565,0.156171691493202,0.231655163880102,0.152913693224823,0.103332546367822,0.0937342345572147,0.17928606802618
"NPTN",4,-0.857732409528413,-0.0697980666049421,-0.976154263092748,0.454580665372983,1.44910407385312,FALSE,0.231688852014173,0.141821489455889,0.0943112121625031,0.114707683689282,0.231688852014173,0.173193159744531,0.103692326356914,0.140585276576709
"BACH1",7,-0.587526879344326,1.45868393610005,-1.17702792370315,-0.064871951399993,0.37074281834742,FALSE,0.231723489844036,0.108146959704125,0.113442806249184,0.118147655346413,0.134681646038405,0.192100694271829,0.101756748546008,0.231723489844036
"CEP135",6,-0.107950908169894,-1.57379615811031,0.994977790199243,0.72134325473572,-0.0345739786547549,FALSE,0.231737119236633,0.206928937827054,0.0979566154576655,0.100194729685216,0.145727909041737,0.12548734911968,0.231737119236633,0.0919673396320139
"CCDC28B",7,-0.242014671704481,-0.0348417537155012,-1.52266204533262,0.863829558983388,0.935688911769213,FALSE,0.231800405184301,0.100799007137114,0.137359409804917,0.13924718828977,0.130091358739583,0.136871333664218,0.123831297180098,0.231800405184301
"ELF3",7,-0.241578783080162,1.28961161763096,-1.30136296265153,-0.399123833594796,0.652453961695527,FALSE,0.231848408498349,0.0946754405278955,0.127798130820759,0.153036323645635,0.153064095909037,0.145404283726162,0.0941733168721623,0.231848408498349
"COMP",5,-0.626715237976448,0.92145208558354,1.19728506910645,-0.420743508571307,-1.07127840814223,FALSE,0.231923722848812,0.215142678636831,0.0861284257982914,0.0838451483634725,0.126743502598737,0.231923722848812,0.14791702766824,0.108299494085617
