"","cluster","Mean.of.log.A","Mean.of.log.B","Mean.of.log.C","Mean.of.log.D","Mean.of.log.E","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3","membership.of.cluster.4","membership.of.cluster.5","membership.of.cluster.6","membership.of.cluster.7"
"CCDC59",2,1.56293038390798,-0.343582679133459,-1.15117792865409,0.202204526692388,-0.270374302812814,TRUE,0.582568314085149,0.0183717873946802,0.582568314085149,0.190556736409597,0.025228841219988,0.021462881514975,0.0469055114166331,0.114905927958978
"UCK1",1,-1.7121639979951,-0.00778722673290805,0.731085859543648,0.644465868611094,0.344399496573266,TRUE,0.582622812723514,0.582622812723514,0.0221762206520756,0.0230110630243721,0.0688908793688269,0.225237702319582,0.0471434962645652,0.0309178256470638
"SFPQ",6,0.425666938594287,-0.64872669369718,0.481935129436206,1.12199981338415,-1.38087518771746,TRUE,0.582623058353143,0.0711958142952649,0.0916516094950993,0.0569556857486784,0.0424298979482528,0.0697435250333627,0.582623058353143,0.0854004091261989
"AP3M1",1,-1.50243524018208,0.116518111245614,0.976844708908646,0.79242062513063,-0.383348205102815,TRUE,0.582649435412746,0.582649435412746,0.0214981413932883,0.0202866267958441,0.043468139670775,0.244526161747884,0.0578429213814983,0.0297285735979641
"ATP1B2",5,-1.5287965828071,0.533669102011499,-0.000133275649452589,1.1619745260606,-0.16671376961554,TRUE,0.582652319508797,0.175155182757809,0.0325324137137008,0.0288434392163561,0.0506008686546346,0.582652319508797,0.07499328887428,0.0552224872744224
"RABEP2",1,-1.59012476218089,0.275785286490592,0.991853715114789,0.585314449353914,-0.262828688778401,TRUE,0.582737764376214,0.582737764376214,0.0189142014873329,0.0184628592411252,0.0448547423791346,0.261991997735429,0.0463968482402744,0.0266415865404904
"AGK",2,1.6512916871834,-0.580507641298942,-0.619624327244096,0.249046198465334,-0.700205917105691,TRUE,0.58280275012904,0.0243502910771202,0.58280275012904,0.158447670980101,0.0297530016953354,0.026715171636869,0.0758138719906686,0.102117242490865
"ETHE1",5,-1.71956386286368,0.555059961016549,0.277032782936033,0.807369238408491,0.0801018805026075,TRUE,0.582847887018193,0.223200727759783,0.0249079234672968,0.0240596482145809,0.0539383514826086,0.582847887018193,0.0515517287516546,0.0394937333058833
"DDX50",2,1.46759617230184,-0.294255464114832,-0.670815208347562,0.517930403371028,-1.02045590321047,TRUE,0.582963585021393,0.0253841365098566,0.582963585021393,0.101719392798056,0.0269060038988593,0.0295539227347675,0.0972535033947881,0.136219455642279
"CCT7",2,1.60589558915099,0.018756280274016,-0.631834616778156,0.0177360649648586,-1.01055331761171,TRUE,0.583089505018789,0.0240951559124627,0.583089505018789,0.136016396754184,0.028447437638901,0.0283316908097336,0.0703699409820118,0.129649872883918
"ZBTB11",6,0.43593683617094,-0.667303760102499,-0.0925164471579265,1.44717614948381,-1.12329277839432,TRUE,0.583259811989324,0.0577056594537015,0.101316695357603,0.0554099246054373,0.0371419981480207,0.0629934088671438,0.583259811989324,0.10217250157877
"TXNDC17",5,-1.66860107936239,0.804659882145397,-0.0333185305591276,0.735549084221376,0.161710643554748,TRUE,0.583416542869419,0.17389166323515,0.0318229014531375,0.0307461436825889,0.0660703381686552,0.583416542869419,0.0594078005455541,0.0546446100454957
"MATN3",1,-1.44770843431686,0.129745408030852,1.3464834409365,0.177940279875802,-0.206460694526292,TRUE,0.583680652414893,0.583680652414893,0.0277548835951514,0.0288218727987885,0.0784558877984986,0.185080914795329,0.0605324701754084,0.0356733184219312
"CCDC82",3,1.42995911211988,-0.735944079400477,-0.879463563166671,-0.46537586557745,0.650824396024721,TRUE,0.583752649503285,0.0313336722606198,0.149765313433786,0.583752649503285,0.0649790855040039,0.0328079414653305,0.0515386672528185,0.0858226705801564
"ACN9",3,1.565154756072,-0.0582369833810648,-0.513440338881792,-1.12514119779434,0.131663763985198,TRUE,0.583830566104615,0.0318727675673868,0.149004676893406,0.583830566104615,0.0642324751110668,0.0343945361304526,0.0497214216221813,0.086943556570892
"AK1",1,-1.65712351238086,0.235103620305185,1.06363424093544,0.218753010554587,0.139632640585645,TRUE,0.583924993918015,0.583924993918015,0.022823372792313,0.0243059525922365,0.0787830635002926,0.212689764383511,0.0464650977614819,0.0310077550521499
"MTHFD1L",2,1.66881506156069,-0.1416937512489,-1.00563607462865,-0.106305201628849,-0.415180034054294,TRUE,0.583951292012758,0.0158181386851964,0.583951292012758,0.223364176761288,0.0225126590402068,0.018533431264557,0.038884120992466,0.0969361812435273
"C17orf49",6,0.392505410945005,-0.272291707579885,-0.0362771357748523,1.33043071505554,-1.41436728264581,TRUE,0.583995006164039,0.0563234269996766,0.0978954224601849,0.0512735570709966,0.034508124785059,0.0667190028433321,0.583995006164039,0.109285459676712
"NUDT18",1,-1.36726216012877,-0.618380013148565,0.90071858337662,0.95982062163124,0.125102968269472,TRUE,0.584035884566382,0.584035884566382,0.0304623663548352,0.0302679239992945,0.0733116858676812,0.162318872882553,0.0806805718689312,0.0389226944603236
"RUNX3",2,1.71704206043716,-0.235613277331586,-0.851798130049927,-0.124453155594874,-0.505177497460768,TRUE,0.584051223912153,0.0172475775720623,0.584051223912153,0.22169865220409,0.024029263940216,0.0197185877504772,0.0432746289063128,0.0899800657146892
"YY1",6,0.567232956034527,-0.633900462371492,0.272832795981116,1.15801354094324,-1.36417883058739,TRUE,0.584089852644148,0.0605441718885387,0.103319889290014,0.0585326771559463,0.0389616427966583,0.0622191825999698,0.584089852644148,0.0923325836247249
"USP39",2,1.66223262600893,-0.275062854588005,-0.512085987303071,0.0704961232766382,-0.945579907394489,TRUE,0.58413349821065,0.0243707008849067,0.58413349821065,0.148730484710559,0.029098368481731,0.0274583140205584,0.0759741743807991,0.110234459310795
"GEM",4,-1.02731178571389,0.0523356492664521,0.775434013304921,-0.977420898179858,1.17696302132238,TRUE,0.584270428440367,0.124016320721856,0.0405244415037364,0.0573391682547066,0.584270428440367,0.0958253983126776,0.0497146156249561,0.0483096271417005
"CCHCR1",2,1.49625791311177,-0.301105049097729,-1.22099844138022,0.312403018473509,-0.286557441107322,TRUE,0.584420060141696,0.0192467267204422,0.584420060141696,0.163960695806049,0.0256078134040989,0.0228541015391077,0.0502461010086972,0.133664501379909
"LYPLA1",1,-1.51257503852981,-0.321301515396776,0.731127890810895,1.0342339329416,0.0685147301740949,TRUE,0.584530857685643,0.584530857685643,0.0256755782428505,0.02488324997994,0.0578932067146437,0.204590862531117,0.0674267649040933,0.0349994799417121
"USP20",2,1.65980284157104,-0.166962296687457,-0.554557954322912,0.0153463124146949,-0.953628902975368,TRUE,0.584556639452408,0.0242752777767382,0.584556639452408,0.148641990137404,0.0291619182022105,0.0276860231523081,0.0717244221464802,0.113953729132452
"CYGB",4,-1.15190137069375,-0.0824989054186313,0.658471382284361,-0.728619429639744,1.30454832346777,TRUE,0.584727356479432,0.131054906562721,0.0381688576084449,0.0529082757304129,0.584727356479432,0.0981578574992634,0.0485975891708368,0.0463851569488894
"ACY1",1,-1.59591254343465,0.255913337811503,1.16318444066877,0.185725786880647,-0.00891102192626595,TRUE,0.584753846806872,0.584753846806872,0.0236254161409816,0.0248968558155737,0.0760199086231131,0.209491190562242,0.0494482993149916,0.0317644827362256
"UBLCP1",5,-1.40762781629113,0.687408425157118,0.09771825294198,1.1306256045173,-0.508124466325263,TRUE,0.584971008158853,0.160020323088512,0.0346014431485471,0.0293650428013734,0.0462931794800717,0.584971008158853,0.0854658758072164,0.059283127515426
"IGLV2-11",4,-0.145397514136296,-0.648128500120259,0.270643401004964,-1.03255213348256,1.55543474673415,TRUE,0.585042046343418,0.0787765425363849,0.0568607325225334,0.101101333131401,0.585042046343418,0.0659341802396664,0.0540473101239678,0.0582378551026285
"WDR83",6,0.310767951879431,-0.904596967929995,0.317051816784178,1.35212311388116,-1.07534591461478,TRUE,0.585054533932583,0.0742400503622131,0.086863695327652,0.0560044734149971,0.0438780837477561,0.0705305036013274,0.585054533932583,0.083428659613471
"ICAM2",3,1.51136638046365,0.0982588823667441,-1.05046705125481,-0.751970298276642,0.192812086701052,TRUE,0.585116150168466,0.0248472800171589,0.172303812648411,0.585116150168466,0.0461575500731903,0.0287883092274859,0.0418712855054237,0.100915612359864
"CYC1",3,1.71622090217413,-0.715712449014957,-0.492435633860814,-0.546251789903917,0.03817897060556,TRUE,0.58541491986935,0.0271589784806427,0.185427874441827,0.58541491986935,0.0475105491253498,0.0278958189787094,0.0520760296580665,0.0745158294460547
"MIS18A",2,1.39392334016433,0.214360792470322,-1.20813377632357,0.285403862110263,-0.685554218421347,TRUE,0.585415663086868,0.0173723212528776,0.585415663086868,0.101982006609688,0.0209799425603945,0.0223074021074842,0.0485787240974689,0.203363940285219
"CEP85",2,1.57735880629431,-0.569450259222772,-0.601743768880485,0.406460522260561,-0.812625300451617,TRUE,0.585423435532343,0.024899213681292,0.585423435532343,0.132383921677438,0.028623588798943,0.0276260714758752,0.0896191880913396,0.111424580742768
"ASF1A",2,1.67811907034999,-0.215586291561888,-0.537439576353969,-0.00390789711992535,-0.92118530531421,TRUE,0.585454405934087,0.0235032613201319,0.585454405934087,0.156374997320887,0.0286961189420494,0.0266340753374713,0.0701153302836725,0.109221810861701
"TRIM26",2,1.46086863778124,-0.36343445002378,-0.696263907203818,0.563785842364661,-0.964956122918307,TRUE,0.585540931454888,0.0250152567320201,0.585540931454888,0.102072145798954,0.0266265254181012,0.0289930872941181,0.0976671642175476,0.134084889084371
"FCHO2",5,-1.49141397519155,0.623985320272126,-0.0787526457917991,1.15591389562529,-0.209732594914061,TRUE,0.585679948990737,0.16101985489254,0.0343168967513643,0.0300214172832511,0.050797748157694,0.585679948990737,0.0779604522942164,0.0602036816301973
"MTX1",2,1.55536238237361,-0.0477823685844514,-0.607894328868809,0.184314876034758,-1.08400056095511,TRUE,0.585696708418199,0.0248266485343108,0.585696708418199,0.11803184922261,0.0278113885066188,0.0291996098505702,0.0803531681592465,0.134080627308445
"SH3KBP1",3,1.36000354870354,-0.130967171730449,-1.10466504638875,-0.734948241835328,0.610576911250986,TRUE,0.585752624763739,0.0299678629653616,0.14327576508918,0.585752624763739,0.0628834277893733,0.0337588925342561,0.0456497713691652,0.0987116554889248
"LRIG1",1,-1.4603507302478,-0.555420387387808,0.808028347788684,0.901068985897809,0.306673783949119,TRUE,0.585917418873413,0.585917418873413,0.0286125597022947,0.029150340302456,0.0789775120745081,0.169496502570182,0.0704388012332665,0.0374068652438796
"LRSAM1",5,-1.62587429007882,0.702538599548582,-0.0725213119895374,0.923279758210232,0.0725772443095485,TRUE,0.585986271989378,0.169454737163675,0.0328780415964394,0.0307812945737391,0.0601080026454905,0.585986271989378,0.0645574515772227,0.056234200454055
"PPP2R3A",3,1.64698767465603,-0.644402068644464,-0.293893883335329,-0.871396139309725,0.162704416633487,TRUE,0.586067310561192,0.0328573679000822,0.152378176400552,0.586067310561192,0.0645985547389146,0.0330111334071634,0.0551672717690021,0.0759201852230933
"YWHAB",5,-1.71712951675642,0.618584207707892,0.162443010349294,0.787651143273221,0.148451155426012,TRUE,0.586379995797318,0.204745002389114,0.0268126744031081,0.0260169368285359,0.0588051171586864,0.586379995797318,0.0535689973360542,0.0436712760871843
"PPP1R13B",1,-1.55299919748013,-0.0563087038397351,0.774611145574644,0.981547393568182,-0.146850637822963,TRUE,0.586383432041167,0.586383432041167,0.0209452932549485,0.0198387564026777,0.0440219426068186,0.242670179320286,0.056683321446329,0.0294570749277732
"PLCD1",4,-1.03732203058318,-0.462239841757102,0.851234112816437,-0.61804983719728,1.26637759672113,TRUE,0.586386172673997,0.139004721752639,0.0379078530415078,0.0526872486574776,0.586386172673997,0.0894480179784329,0.0507546696591948,0.0438113162367511
"COL16A1",4,-1.14752092328872,-0.135877301942958,0.770272733148655,-0.728263157528826,1.24138864961185,TRUE,0.586441639048105,0.137722480860679,0.0364565840057197,0.0506156719144164,0.586441639048105,0.096942758881669,0.0478278622539733,0.0439930030354381
"KDM2B",6,0.550061856857127,-0.512838920521032,-0.0183888637767455,1.30090977100432,-1.31974384356367,TRUE,0.586447180833816,0.0532106299743315,0.10745048732709,0.0551919400495413,0.0347951584831739,0.0591954977094159,0.586447180833816,0.103709105622631
"KLHL7",2,1.64703589306243,-0.13231312452317,-1.05424159379779,-0.0685012758165899,-0.391979898924874,TRUE,0.586500735580621,0.016287177214328,0.586500735580621,0.213850986297905,0.0229898624152125,0.0191558476411177,0.0395294601800646,0.101685930670751
"SEC11C",3,1.55961825640631,-0.158046885256057,-0.455489129502662,-1.13922650240667,0.193144260759075,TRUE,0.586506590005521,0.0330531109792594,0.142763789343851,0.586506590005521,0.0681601688107385,0.0350575003769333,0.0505995555112709,0.0838592849724263
"IVD",1,-1.32813428572118,-0.61971218340792,1.27232039832023,0.388008416658213,0.287517654150658,TRUE,0.58665474621876,0.58665474621876,0.0309633729739266,0.0337698981018124,0.110260943799149,0.133079876414997,0.0680384616504774,0.0372327008408787
"RDX",3,1.70848669415482,-0.731019141894321,-0.58673823129845,-0.446450081088282,0.0557207601262291,TRUE,0.586663076593672,0.025040183434266,0.195268041290061,0.586663076593672,0.0433914705758843,0.0259625439143364,0.0497505624549093,0.0739241217368707
"AHCYL2",1,-1.50522113170588,-0.519234912921377,0.910574602976998,0.64409692902755,0.46978451262271,TRUE,0.586725613523556,0.586725613523556,0.0288918723783636,0.0308867704547883,0.0982215194492427,0.15578364366279,0.0625583994759594,0.0369321810552999
"FKBP1A",4,-0.963333833316732,0.102022470998945,0.168015755024696,-0.835092575522267,1.52838818281536,TRUE,0.586742806745706,0.102163389541696,0.0450880284028996,0.0662625586705192,0.586742806745706,0.0939666346564834,0.049677775347452,0.0560988066352435
"APOBEC3B",2,1.57582389348428,0.116671414333284,-1.1154013963522,-0.0734564265457082,-0.503637484919654,TRUE,0.586922867544557,0.0170499784191441,0.586922867544557,0.177208379412168,0.0233583812121477,0.0208605460873162,0.0416603666616107,0.132939480663056
"AFF1",3,1.33439782575217,-0.242959188015135,-0.908794348195452,-0.90303842526042,0.720394135718838,TRUE,0.587020635393796,0.033261168024449,0.128993178266064,0.587020635393796,0.076818450869725,0.0361661853568083,0.0475798204362901,0.0901605616528672
"CDA",4,-0.442957235386478,-0.754127501719992,0.186811749097335,-0.654573860786031,1.66484684879517,TRUE,0.58711743177297,0.0898281804307729,0.0526743969069209,0.0851073481595466,0.58711743177297,0.0728531584292448,0.055410884062349,0.0570086002381957
"TTC39C",1,-1.21290867996087,-0.470533865219394,1.21715389045265,0.832007528750152,-0.365718874022542,TRUE,0.58717376279554,0.58717376279554,0.0311528289438476,0.0297552656497297,0.0623945963213207,0.156997570379466,0.0939138704722895,0.0386121054378065
"RPS26",2,1.5458061745252,-0.044996876196408,-0.614517717105702,0.204183392965887,-1.09047497418898,TRUE,0.587290790196127,0.024610423815216,0.587290790196127,0.115451150631351,0.0274187991827479,0.029026340271888,0.0808156089964948,0.135386886906175
"CEP89",6,0.251032396972177,-0.875444411349699,0.42251252128886,1.31990037823669,-1.11800088514802,TRUE,0.587398003178797,0.078690313719073,0.0820525100191333,0.0542194393473912,0.044392873470369,0.0732573934738086,0.587398003178797,0.0799894667914286
"JAG1",4,-0.643419444059521,-0.183799745997364,-0.0854005272587466,-0.794389635246443,1.70700935256207,TRUE,0.587411295318263,0.0870919282074827,0.0510481108651685,0.0816354504056938,0.587411295318263,0.0808461418729597,0.0511201707044116,0.0608469026260209
"GPS2",6,0.156078465618351,-0.167396958055091,0.000877191496984578,1.41013390244605,-1.3996926015063,TRUE,0.587743968062052,0.0637281657365056,0.0834050867834372,0.0467477603864559,0.0350858560358549,0.0784444911548902,0.587743968062052,0.104844671840804
"SMEK2",2,1.64023642918442,-0.258970515644235,-0.525136843624104,0.11980019820796,-0.975929268124045,TRUE,0.587808387515992,0.0247498464647084,0.587808387515992,0.138941743417152,0.0289631315593095,0.0280107896930067,0.078325137469332,0.1132009638805
"CTNNB1",4,-0.303041279872859,-0.711445493136931,0.888807118345255,-1.07824200837643,1.20392166304097,TRUE,0.587932877375621,0.0978777919103549,0.0514253577911855,0.0825158545308465,0.587932877375621,0.0710475200004495,0.0572240241358532,0.0519765742556891
"GFAP",4,-0.313506502363797,-0.711402516082217,0.167163979015365,-0.795834192292353,1.653579231723,TRUE,0.58803608418309,0.0834528232738915,0.0545889428806247,0.0922109592690497,0.58803608418309,0.0693102624515264,0.0544785847205853,0.0579223432212322
"RLTPR",3,1.69865854646381,-0.752780699548756,-0.527152876750069,-0.511293690099996,0.0925687199350142,TRUE,0.588052234555836,0.0272289694047038,0.182336698556058,0.588052234555836,0.0479891464014452,0.0279364180504253,0.0519439195431153,0.0745126134884165
"NUDT4",5,-1.59564537527651,1.04174887587564,-0.011983659020424,0.605756846928458,-0.0398766885071592,TRUE,0.588060229472621,0.15656974236216,0.0345792840067062,0.0329033771194517,0.0649960887568797,0.588060229472621,0.0624604828797939,0.0604307954023878
"ATP11C",3,1.48387621948559,-0.787917826533021,-0.824091006504092,-0.430889193015849,0.559021806567369,TRUE,0.588063087130878,0.0302621030084857,0.155243377012848,0.588063087130878,0.060412569447292,0.0314620806496111,0.0516429945205698,0.0829137882303151
"C3orf17",2,1.63529324695886,-0.625786599288415,-0.725872171611138,0.286605719500407,-0.570240195559712,TRUE,0.588146681178166,0.0227648822915903,0.588146681178166,0.165358859867288,0.028591907273651,0.0250722348360606,0.0694534728808584,0.100611961672385
"CPA3",4,-0.840202663185667,-0.343931978589794,1.06505914939441,-0.949008187499999,1.06808367988105,TRUE,0.58820489490999,0.129527238566528,0.0406427281113259,0.0584024934688164,0.58820489490999,0.085628927434212,0.0522690168680796,0.0453247006410485
"NFIL3",3,1.40632810360616,0.0909432093255491,-0.996225845879916,-0.919843800600338,0.418798333548542,TRUE,0.588597418706823,0.0287598459923879,0.146135404243607,0.588597418706823,0.0600830144200155,0.0328931794787852,0.0441249022587463,0.0994062348996355
"MRPL20",2,1.49834313157814,-0.493964870767072,-0.70563005560875,0.546480604240167,-0.845228809442489,TRUE,0.588600115835402,0.0252159634457767,0.588600115835402,0.112748477906277,0.0277704002190084,0.0286224220182321,0.0933268786402935,0.123715741935011
"UCHL1",3,1.58303055933875,0.0727352491235243,-0.741168224386417,-0.967763837117294,0.0531662530414319,TRUE,0.588628860774307,0.0275011993455661,0.164270301179355,0.588628860774307,0.0515993140411208,0.0308305267075793,0.0453904834948202,0.0917793144572518
"MED12",6,0.554783659401664,-0.524898246780668,0.0775647998461284,1.25105607264907,-1.35850628511619,TRUE,0.588675220614682,0.0551286765313085,0.105163903219664,0.0557401486673951,0.0358442128865416,0.0600978894732663,0.588675220614682,0.0993499486071432
"CMA1",4,-0.854149612809845,-0.438346557023552,1.05307173318254,-0.86534073183043,1.10476516848129,TRUE,0.588678624436063,0.131705287876395,0.0402023286314978,0.0574307516154169,0.588678624436063,0.0848097616610356,0.0524633429817547,0.0447099027978369
"TYMS",2,1.53768028935736,-0.0879486012868023,-1.22975197344451,0.103690883091216,-0.323670597717267,TRUE,0.588864566631731,0.0168088426210652,0.588864566631731,0.178891646617866,0.0232371172075403,0.0203439375140521,0.0416025506016,0.130251338806145
"RAB3D",5,-1.46335839888953,1.10985332648905,0.132338797034081,0.65134046412479,-0.430174188758384,TRUE,0.58890149626343,0.150869983074373,0.0364538796454941,0.0329108863973609,0.0563886398341087,0.58890149626343,0.0713254044031965,0.0631497103820363
"CECR5",3,1.7463253016035,-0.382644840196147,-0.734100262782636,-0.497604292118884,-0.131975906505834,TRUE,0.588950750903576,0.0192369978820713,0.226658790657147,0.588950750903576,0.0319873347791834,0.0210060976184474,0.0396808470369707,0.0724791811226039
"NFKBIA",1,-1.20337795631393,-0.600647578401294,1.1952935738447,0.841534461012499,-0.232802500141975,TRUE,0.589028726222664,0.589028726222664,0.0315555698921598,0.0306437468687967,0.0675782592352181,0.148873874663783,0.0936109654212083,0.0387088576961707
"MUC5B",5,-1.69440463381107,0.500658084698144,0.326054211905468,0.878580962621688,-0.0108886254142289,TRUE,0.589070007040229,0.229043360234455,0.0234225599253944,0.0222665593493443,0.0481490088325787,0.589070007040229,0.0511413791954451,0.0369071254225534
"FKBP8",3,1.70996507212267,-0.712720814087813,-0.393324120716333,-0.64180184303363,0.0378817057151078,TRUE,0.589073713948246,0.0280805367996133,0.176591639110426,0.589073713948246,0.0509448895879156,0.0285397101415491,0.0530208144366126,0.0737486959756375
"DARS",2,1.7172459316708,-0.399950627466436,-0.598166171201959,0.0110631324181347,-0.730192265420539,TRUE,0.589200075452761,0.021921559250205,0.589200075452761,0.178446994079043,0.028032679207859,0.0243205289740526,0.0624890159035425,0.095589147132537
"TXNDC12",3,1.56402171034757,0.0141892803120867,-1.08533901005803,-0.602955689967509,0.110083709365887,TRUE,0.589377086022729,0.0210571284624002,0.193086886629903,0.589377086022729,0.03756085257077,0.0244783174701616,0.0383034614884311,0.0961362673556054
"TNK1",1,-1.39979116236186,-0.402052249683925,0.858139429119211,1.06229538705382,-0.11859140412725,TRUE,0.589382200259547,0.589382200259547,0.0273009255869847,0.0258999667584492,0.0558187109270508,0.1864353488667,0.0789456188245981,0.0362172287766702
"SHPRH",3,1.75082677363989,-0.391179669523393,-0.506654612029392,-0.710298186829857,-0.142694305257253,TRUE,0.589612305982537,0.0248350480667615,0.193361972891267,0.589612305982537,0.0425610795242913,0.0263760986680036,0.0473684468426404,0.0758850480244997
"THEM6",3,1.62806302143207,-0.0249068039514938,-0.983169905323292,-0.618194286022868,-0.00179202613441599,TRUE,0.589640253526733,0.020744469527408,0.201870083532938,0.589640253526733,0.0357951072580855,0.023790148587398,0.0385152515177233,0.0896446860497144
"NAA16",1,-1.23314935629653,-0.583118955127316,1.40646732697937,0.40136446341077,0.00843652103370286,TRUE,0.589712999647227,0.589712999647227,0.0324158037190345,0.0342603683596129,0.0952482829238655,0.133690069943801,0.076293011756721,0.0383794636497381
"ENO2",1,-1.42323115676989,-0.185131431512157,0.898058703689513,1.01899084894441,-0.308686964351871,TRUE,0.589719940210212,0.589719940210212,0.024364523958364,0.0226411009152335,0.0467897065912319,0.210639611599363,0.0727356929196858,0.0331094238059097
"MMACHC",3,1.70938796702173,-0.219885005933122,-0.867506626084146,-0.515492538681159,-0.106503796323299,TRUE,0.589728100402309,0.0181998178584018,0.227503011501677,0.589728100402309,0.0304478469409963,0.0204182041480174,0.036749330545304,0.0769536886032947
"DLAT",3,1.71687490510512,-0.698397548120273,-0.610093491610434,-0.437621435691222,0.0292375703168128,TRUE,0.589754775783765,0.0237769403809766,0.199888196271579,0.589754775783765,0.0409199686984119,0.0248135338574074,0.0479240425467278,0.072922542461132
"SYDE2",1,-1.70431861892415,-0.0473082731614649,0.750868534742951,0.61974787456001,0.381010482782656,TRUE,0.589767391365234,0.589767391365234,0.0225838637477256,0.0236205517180632,0.072755415541027,0.212494991187286,0.0475626486331953,0.0312151378074686
"WDR1",4,-1.11583612720641,-0.0161975527324325,0.344334107125365,-0.68453931096753,1.47223888378101,TRUE,0.589832233094518,0.115983709949769,0.0403808670909925,0.0571918756701264,0.589832233094518,0.097808419525658,0.0484343412375043,0.050368553431432
"IGF2BP2",3,1.65717825436032,-0.808388863527011,-0.414817701386239,-0.625659455075773,0.191687765628708,TRUE,0.589903088688436,0.0301463453916639,0.163857097463101,0.589903088688436,0.0569258818651921,0.0302877726003306,0.054480547605821,0.0743992663854555
"IGHA2",4,-0.461260120249541,0.00666935921853536,0.0559602697626831,-1.16167886438959,1.56030935565791,TRUE,0.589999832667869,0.080496499092236,0.0531576304026184,0.0892730702619832,0.589999832667869,0.0757871652855834,0.0500666092827831,0.0612191930069267
"AMDHD2",5,-1.53973184385898,0.772284483192077,0.58704872449689,0.669813192629058,-0.489414556459041,TRUE,0.590023001245324,0.216017423902763,0.0255081498389122,0.0234180879203837,0.0455987792687804,0.590023001245324,0.0593165577328324,0.0401180000910042
"CETN2",1,-1.47804430021982,-0.322038744413023,0.766097505223521,1.06022736834556,-0.0262418289362407,TRUE,0.5900978925198,0.5900978925198,0.0251249117633813,0.0240120967747721,0.0540682609270262,0.202743913408206,0.0697081728573404,0.0342447517494738
"RPL13A",2,1.68015654489166,-0.275338464574316,-0.527499496325039,0.0294021607273571,-0.90672074471966,TRUE,0.590186460581832,0.0232118605877787,0.590186460581832,0.155112335392716,0.0282957030613291,0.0261411912614852,0.0708586068910167,0.106193842223842
"MTCH1",3,1.66824344671901,-0.435183247546759,-0.330448880786604,-0.956790221114198,0.0541789027285536,TRUE,0.590283185644789,0.0314475580643021,0.155416509848351,0.590283185644789,0.0601771283835553,0.032376259229105,0.0526997443070859,0.0775996145228121
"LRRFIP1",5,-1.51471559771366,0.649408118685874,-0.119235443905769,1.11878015206697,-0.134237229133414,TRUE,0.590530767860658,0.159158848834555,0.0338038296033217,0.0299063450463719,0.0521377434641955,0.590530767860658,0.0743863522370612,0.0600761129538366
"GEMIN4",2,1.46214833520437,-0.319100075628002,-0.697081347686996,0.543479765302784,-0.989446677192158,TRUE,0.590533596843672,0.024632617847474,0.590533596843672,0.100084990013245,0.0261821060202674,0.0286916487322441,0.095145460426963,0.134729580116135
"SLC39A6",1,-1.33222616637927,-0.709373672124994,1.0898565936593,0.6774496942875,0.274293550557466,TRUE,0.590641768825183,0.590641768825183,0.0309427221185689,0.032561058600704,0.0940136549756079,0.139960760169587,0.0739401582472421,0.0379398770631075
"GPR124",4,-0.52383905684362,-0.707075965848488,1.02478487809427,-0.934770983255609,1.14090112785345,TRUE,0.590722862460156,0.113222911157719,0.0461135748412029,0.0699102626187134,0.590722862460156,0.0755465561464362,0.0564327968595504,0.0480510359162219
"SFR1",5,-1.55448453698471,0.449844616257908,0.238012206534275,1.12217016923132,-0.255542455038793,TRUE,0.590798338406359,0.202247917557766,0.0271741491789015,0.0242618039689601,0.0443358571167183,0.590798338406359,0.0672700608387637,0.0439118729325315
"BCL9",5,-1.45384966440451,0.796441743076797,0.457733388984582,0.814871142421897,-0.615196610078766,TRUE,0.590819665895869,0.186357686693286,0.0300954728648845,0.0265956535831317,0.0458541390114928,0.590819665895869,0.0719827136819547,0.0482946682693803
"TGFBRAP1",1,-1.29529357808626,-0.0819110244595612,1.39035803702093,0.430643566551136,-0.443797001026252,TRUE,0.590859829530088,0.590859829530088,0.0295600171551889,0.0292279796617746,0.066712172193249,0.171270193391876,0.0752739280824882,0.0370958799853355
"SERPINA5",4,-1.10840225569968,-0.304335885672539,0.427134653026675,-0.50986295010845,1.49546643845399,TRUE,0.591108165374401,0.123567914805205,0.0391973274040771,0.0549468406329999,0.591108165374401,0.09407083284752,0.0493890627445976,0.0477198561911998
"THBD",4,-0.959211180448535,-0.0265224661760723,0.895520516012063,-1.0210041866854,1.11121731729794,TRUE,0.591203381170194,0.124264425709405,0.0398591831844573,0.0570197631915855,0.591203381170194,0.0915867897379873,0.0494904790318357,0.0465759779745354
"CRISPLD2",4,-0.69516501588121,-0.0457687360817241,-0.0211741707151896,-0.888551929298364,1.65065985197649,TRUE,0.591205149778956,0.0878254380548595,0.0498583377424263,0.0784852442173674,0.591205149778956,0.0824445902766916,0.0502490589759666,0.0599321809537327
"TBC1D22A",1,-1.64888097891353,-0.0997429138994232,0.980857863983973,0.298946621587508,0.468819407241468,TRUE,0.591218711432268,0.591218711432268,0.024769197751852,0.0272419416409617,0.102452995929951,0.172834968025043,0.0487857067268934,0.0326964784930317
"EMC4",2,1.6792868696378,-0.1128554403272,-0.962540091442185,-0.131016652320799,-0.472874685547615,TRUE,0.591270332966778,0.0161418869857776,0.591270332966778,0.214398181318795,0.0227122006791482,0.0188944330052032,0.0397809340630805,0.0968020309812175
